age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,previously_contacted,days_since_previous_contact,age_band,balance_band,call_duration_seconds_post_call
28,blue-collar,married,tertiary,no,902,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,under_30,1_999,296
44,blue-collar,married,secondary,no,215,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,180
53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,332
27,blue-collar,married,primary,no,108,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,under_30,1_999,57
52,services,married,primary,no,14,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,45_59,1_999,55
33,services,married,secondary,no,837,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,301
31,blue-collar,married,primary,no,290,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,408
27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,2,-1,0,unknown,no,no,,under_30,zero,359
29,technician,single,secondary,no,5,yes,yes,cellular,28,jul,2,-1,0,unknown,no,no,,under_30,1_999,54
59,management,divorced,tertiary,no,14,no,yes,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1_999,114
32,blue-collar,single,secondary,no,82,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,86
31,technician,married,secondary,no,17,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,266
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,negative,404
50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,201
43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,7,-1,0,unknown,no,no,,30_44,1_999,290
51,blue-collar,married,secondary,no,224,yes,yes,cellular,28,jul,5,-1,0,unknown,no,no,,45_59,1_999,231
50,blue-collar,married,primary,no,859,yes,yes,telephone,28,jul,7,-1,0,unknown,no,no,,45_59,1_999,40
27,self-employed,married,tertiary,no,0,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,zero,133
28,admin.,single,tertiary,no,1104,yes,no,cellular,28,jul,7,-1,0,unknown,no,no,,under_30,1000_plus,73
32,services,married,secondary,no,-173,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,negative,300
47,housemaid,married,primary,no,20,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,45_59,1_999,564
43,management,married,tertiary,no,-391,yes,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,negative,193
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,6,-1,0,unknown,no,no,,30_44,1000_plus,73
52,services,married,unknown,no,482,yes,yes,cellular,28,jul,7,-1,0,unknown,no,no,,45_59,1_999,83
32,technician,single,tertiary,no,849,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,289
41,technician,divorced,secondary,no,611,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,157
51,management,married,tertiary,no,57,no,no,cellular,28,jul,19,-1,0,unknown,no,no,,45_59,1_999,66
50,housemaid,married,secondary,no,1954,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,45_59,1000_plus,438
42,management,married,tertiary,no,1220,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,30_44,1000_plus,155
28,technician,single,secondary,no,-97,no,no,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,negative,96
33,entrepreneur,married,tertiary,no,407,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,189
34,technician,married,secondary,no,357,yes,no,cellular,28,jul,20,-1,0,unknown,no,no,,30_44,1_999,25
38,management,single,tertiary,no,-476,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,negative,76
35,blue-collar,married,secondary,no,449,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,395
27,blue-collar,single,secondary,no,103,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,under_30,1_999,53
55,technician,single,tertiary,no,-528,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,negative,246
29,services,single,secondary,no,553,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,under_30,1_999,60
32,management,married,tertiary,no,273,yes,no,cellular,28,jul,10,-1,0,unknown,no,no,,30_44,1_999,231
34,technician,married,secondary,no,0,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,30_44,zero,1025
60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,jul,6,-1,0,unknown,no,no,,60_plus,negative,76
29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,3,-1,0,unknown,no,no,,under_30,1_999,819
32,admin.,married,secondary,no,2468,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1000_plus,131
29,technician,married,tertiary,no,676,no,no,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,470
39,blue-collar,married,primary,no,1373,yes,no,telephone,28,jul,5,-1,0,unknown,no,no,,30_44,1000_plus,81
34,housemaid,married,tertiary,no,0,no,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,zero,60
40,services,married,secondary,no,473,yes,no,cellular,28,jul,3,-1,0,unknown,yes,no,,30_44,1_999,383
49,management,married,tertiary,no,224,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,68
29,services,single,secondary,no,209,yes,no,cellular,28,jul,7,-1,0,unknown,no,no,,under_30,1_999,487
41,management,married,tertiary,no,371,yes,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1_999,81
49,blue-collar,divorced,primary,no,73,no,yes,cellular,28,jul,11,-1,0,unknown,no,no,,45_59,1_999,106
29,technician,married,secondary,no,0,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,under_30,zero,83
50,admin.,married,secondary,no,546,no,no,cellular,28,jul,6,-1,0,unknown,no,no,,45_59,1_999,82
45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,45_59,1_999,118
41,admin.,married,secondary,no,239,yes,no,cellular,28,jul,12,-1,0,unknown,no,no,,30_44,1_999,76
59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,45_59,zero,97
25,unemployed,married,secondary,no,157,yes,no,cellular,28,jul,31,-1,0,unknown,no,no,,under_30,1_999,33
53,housemaid,married,primary,no,994,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,1339
34,admin.,married,tertiary,no,262,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,359
34,self-employed,married,tertiary,no,97,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1_999,102
30,student,single,tertiary,no,146,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,310
31,blue-collar,single,secondary,no,-571,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,negative,68
49,management,single,tertiary,no,1556,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1000_plus,674
53,blue-collar,married,secondary,no,2267,no,yes,cellular,28,jul,6,-1,0,unknown,no,no,,45_59,1000_plus,57
40,self-employed,single,tertiary,no,1616,no,no,telephone,28,jul,7,-1,0,unknown,yes,no,,30_44,1000_plus,1009
52,technician,married,secondary,no,475,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,121
59,retired,married,primary,no,824,yes,no,telephone,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,81
37,entrepreneur,married,tertiary,no,404,yes,no,cellular,28,jul,10,-1,0,unknown,no,no,,30_44,1_999,55
31,management,single,secondary,yes,20,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,141
38,admin.,married,secondary,no,337,no,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,624
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,4,-1,0,unknown,yes,no,,30_44,1000_plus,1096
56,technician,married,secondary,no,76,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,93
51,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,45_59,zero,534
27,technician,single,secondary,no,3305,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,under_30,1000_plus,78
59,blue-collar,divorced,secondary,no,-361,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,negative,247
41,management,married,secondary,no,49,yes,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1_999,534
54,blue-collar,married,primary,no,551,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1_999,431
32,services,single,secondary,no,72,no,no,cellular,28,jul,9,-1,0,unknown,no,no,,30_44,1_999,88
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,3,-1,0,unknown,no,no,,30_44,1000_plus,75
36,entrepreneur,married,secondary,no,229,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,258
38,blue-collar,married,primary,no,-275,no,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,negative,165
59,housemaid,married,primary,no,88,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,45_59,1_999,63
54,retired,single,secondary,no,129,no,yes,cellular,28,jul,2,-1,0,unknown,yes,no,,45_59,1_999,867
41,housemaid,married,secondary,no,0,yes,no,telephone,28,jul,2,-1,0,unknown,no,no,,30_44,zero,41
58,housemaid,married,tertiary,no,94,no,yes,cellular,28,jul,7,-1,0,unknown,no,no,,45_59,1_999,207
40,management,married,tertiary,no,552,no,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1_999,761
29,management,single,tertiary,no,91,yes,no,telephone,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,426
46,services,married,secondary,no,-204,yes,yes,cellular,28,jul,15,-1,0,unknown,no,no,,45_59,negative,234
39,management,single,tertiary,no,759,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,310
49,management,married,tertiary,no,1468,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,1000_plus,88
30,self-employed,single,tertiary,no,253,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,283
37,services,married,secondary,no,1616,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1000_plus,418
31,unemployed,married,secondary,no,90,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,121
46,admin.,married,secondary,no,711,no,yes,telephone,28,jul,11,-1,0,unknown,no,no,,45_59,1_999,187
36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,1000_plus,141
34,entrepreneur,married,secondary,no,3994,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1000_plus,188
55,management,divorced,tertiary,no,141,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,45_59,1_999,154
35,technician,married,secondary,no,1508,no,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1000_plus,339
49,blue-collar,single,primary,no,-165,yes,yes,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,negative,151
55,technician,married,secondary,no,176,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1_999,106
26,services,single,secondary,no,1163,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1000_plus,239
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,3,-1,0,unknown,yes,no,,45_59,1000_plus,551
32,admin.,single,secondary,no,976,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,644
31,services,single,secondary,no,456,yes,no,cellular,28,jul,11,-1,0,unknown,no,no,,30_44,1_999,322
41,admin.,married,tertiary,no,96,yes,no,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,1_999,269
35,blue-collar,single,primary,no,-631,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,negative,124
26,services,single,primary,no,179,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,333
37,blue-collar,single,primary,no,147,no,no,cellular,28,jul,19,-1,0,unknown,no,no,,30_44,1_999,192
34,admin.,single,tertiary,no,64,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,76
41,technician,married,secondary,no,2125,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1000_plus,433
31,blue-collar,single,secondary,no,-343,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,negative,120
39,admin.,married,secondary,yes,-104,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,negative,290
34,management,married,tertiary,no,436,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,118
44,management,married,primary,no,5418,yes,yes,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1000_plus,58
38,blue-collar,single,unknown,no,-933,yes,no,cellular,28,jul,11,-1,0,unknown,no,no,,30_44,negative,149
35,blue-collar,married,secondary,no,1397,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1000_plus,114
36,blue-collar,married,secondary,no,718,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,91
36,management,single,tertiary,no,1743,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1000_plus,428
30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,101
31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,12,-1,0,unknown,no,no,,30_44,1_999,37
31,management,single,tertiary,no,34,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,127
43,housemaid,married,primary,no,59,no,yes,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,155
44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,zero,264
30,management,single,tertiary,no,2,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,377
34,technician,single,secondary,no,2683,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1000_plus,73
39,unemployed,married,secondary,no,74,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1_999,71
45,admin.,married,secondary,no,1214,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,118
30,technician,single,tertiary,no,4321,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1000_plus,257
29,services,married,secondary,no,417,yes,no,cellular,28,jul,11,-1,0,unknown,no,no,,under_30,1_999,234
30,services,married,secondary,no,208,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,213
57,retired,divorced,primary,no,0,no,no,telephone,28,jul,3,-1,0,unknown,no,no,,45_59,zero,1037
33,unemployed,married,tertiary,no,271,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,262
33,services,married,secondary,no,766,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,22
52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,28,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,123
35,services,divorced,secondary,no,742,no,no,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,1_999,83
43,blue-collar,single,primary,yes,69,no,yes,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,267
40,management,married,tertiary,no,30,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1_999,609
59,blue-collar,married,secondary,no,149,no,yes,telephone,28,jul,16,-1,0,unknown,no,no,,45_59,1_999,313
56,services,married,secondary,no,4763,yes,no,telephone,28,jul,6,-1,0,unknown,no,no,,45_59,1000_plus,106
36,technician,married,secondary,no,-342,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,negative,170
26,management,single,secondary,no,63,no,no,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,76
39,services,married,secondary,no,823,yes,yes,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,780
40,management,married,tertiary,yes,0,no,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,zero,165
26,blue-collar,single,secondary,yes,-685,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,negative,314
27,entrepreneur,married,tertiary,no,59,no,no,cellular,28,jul,6,-1,0,unknown,no,no,,under_30,1_999,306
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,12,-1,0,unknown,no,no,,30_44,zero,83
32,management,married,tertiary,no,128,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,320
56,technician,married,secondary,no,124,yes,no,cellular,28,jul,12,-1,0,unknown,no,no,,45_59,1_999,341
33,admin.,married,secondary,no,2,yes,yes,cellular,28,jul,12,-1,0,unknown,no,no,,30_44,1_999,85
26,blue-collar,single,secondary,no,18,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,under_30,1_999,579
35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,zero,151
26,unemployed,single,tertiary,no,102,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,under_30,1_999,377
29,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,14,-1,0,unknown,no,no,,under_30,1_999,19
32,admin.,married,secondary,no,48,yes,no,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,76
26,admin.,single,secondary,no,1690,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,under_30,1000_plus,408
48,technician,married,secondary,no,0,no,no,cellular,28,jul,3,-1,0,unknown,no,no,,45_59,zero,240
33,management,married,tertiary,no,1206,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1000_plus,72
50,admin.,single,secondary,no,133,no,no,cellular,28,jul,4,-1,0,unknown,yes,no,,45_59,1_999,890
50,housemaid,single,unknown,no,0,no,no,telephone,28,jul,8,-1,0,unknown,no,no,,45_59,zero,118
36,management,single,tertiary,no,13315,no,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1000_plus,43
48,blue-collar,married,secondary,no,387,yes,no,telephone,28,jul,18,-1,0,unknown,no,no,,45_59,1_999,76
41,housemaid,married,secondary,no,12,no,yes,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,472
55,management,married,tertiary,no,655,no,no,cellular,28,jul,6,-1,0,unknown,no,no,,45_59,1_999,167
34,services,married,secondary,no,254,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,276
60,self-employed,married,secondary,no,3105,no,no,telephone,28,jul,4,-1,0,unknown,no,no,,60_plus,1000_plus,178
52,services,single,secondary,no,21,yes,no,cellular,28,jul,15,-1,0,unknown,no,no,,45_59,1_999,147
47,blue-collar,married,secondary,no,912,no,no,telephone,28,jul,9,-1,0,unknown,no,no,,45_59,1_999,118
43,retired,married,primary,no,400,yes,no,telephone,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,282
30,management,single,tertiary,no,199,no,yes,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,1_999,131
34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,jul,3,-1,0,unknown,no,no,,30_44,1000_plus,123
25,blue-collar,single,secondary,no,76,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,50
35,management,single,tertiary,no,303,yes,yes,cellular,28,jul,9,-1,0,unknown,no,no,,30_44,1_999,85
30,admin.,single,tertiary,no,2351,no,yes,cellular,28,jul,13,-1,0,unknown,no,no,,30_44,1000_plus,91
31,blue-collar,married,primary,no,48,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,209
29,management,single,tertiary,no,1895,no,no,cellular,28,jul,6,-1,0,unknown,no,no,,under_30,1000_plus,97
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,17,-1,0,unknown,yes,no,,under_30,1_999,1076
47,admin.,single,secondary,no,303,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,45_59,1_999,152
47,blue-collar,married,primary,no,0,yes,yes,telephone,28,jul,3,-1,0,unknown,no,no,,45_59,zero,107
40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,16,-1,0,unknown,no,no,,30_44,1_999,100
35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,negative,488
50,admin.,married,secondary,no,298,no,yes,cellular,28,jul,6,-1,0,unknown,no,no,,45_59,1_999,174
44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,504
49,services,married,primary,no,0,no,no,telephone,28,jul,7,-1,0,unknown,no,no,,45_59,zero,127
32,blue-collar,single,primary,no,60,yes,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,1_999,136
34,management,married,tertiary,no,1725,yes,yes,cellular,28,jul,7,-1,0,unknown,no,no,,30_44,1000_plus,164
25,technician,single,secondary,no,218,yes,yes,cellular,28,jul,4,-1,0,unknown,no,no,,under_30,1_999,110
31,services,single,secondary,no,0,no,no,cellular,28,jul,2,-1,0,unknown,no,no,,30_44,zero,243
27,blue-collar,single,primary,no,1,yes,no,cellular,28,jul,6,-1,0,unknown,no,no,,under_30,1_999,120
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,6,-1,0,unknown,no,no,,45_59,negative,127
44,admin.,married,secondary,no,251,no,yes,telephone,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,122
30,blue-collar,single,secondary,no,567,yes,no,cellular,28,jul,5,-1,0,unknown,no,no,,30_44,1_999,317
46,admin.,married,secondary,no,-42,no,yes,telephone,28,jul,12,-1,0,unknown,no,no,,45_59,negative,181
59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,28,jul,10,-1,0,unknown,no,no,,45_59,zero,206
45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,11,-1,0,unknown,no,no,,45_59,1_999,90
50,technician,married,secondary,no,349,yes,no,telephone,28,jul,17,-1,0,unknown,no,no,,45_59,1_999,27
41,technician,married,secondary,no,640,no,no,cellular,28,jul,6,-1,0,unknown,no,no,,30_44,1_999,169
36,blue-collar,divorced,primary,no,715,no,yes,cellular,28,jul,4,-1,0,unknown,no,no,,30_44,1_999,128
43,blue-collar,married,secondary,no,536,no,no,telephone,28,jul,12,-1,0,unknown,no,no,,30_44,1_999,185
47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,3,-1,0,unknown,no,no,,45_59,1_999,210
51,admin.,single,secondary,no,2130,yes,no,telephone,28,jul,8,-1,0,unknown,no,no,,45_59,1000_plus,126
35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,8,-1,0,unknown,no,no,,30_44,1_999,173
44,blue-collar,married,secondary,no,337,yes,no,telephone,28,jul,3,-1,0,unknown,no,no,,30_44,1_999,257
27,management,single,secondary,no,0,yes,yes,cellular,28,jul,2,-1,0,unknown,no,no,,under_30,zero,125
39,technician,single,tertiary,no,54,yes,no,cellular,29,jul,12,-1,0,unknown,no,no,,30_44,1_999,99
41,admin.,married,secondary,no,-5,yes,no,cellular,29,jul,17,-1,0,unknown,no,no,,30_44,negative,38
47,management,single,tertiary,no,216,yes,no,cellular,29,jul,10,-1,0,unknown,no,no,,45_59,1_999,193
31,self-employed,married,tertiary,no,3,yes,no,cellular,29,jul,4,-1,0,unknown,no,no,,30_44,1_999,215
34,blue-collar,married,secondary,no,156,yes,no,cellular,29,jul,3,-1,0,unknown,no,no,,30_44,1_999,393
29,technician,single,secondary,no,426,yes,no,telephone,29,jul,6,-1,0,unknown,no,no,,under_30,1_999,121
46,entrepreneur,married,secondary,no,0,yes,yes,cellular,29,jul,16,-1,0,unknown,no,no,,45_59,zero,54
58,retired,married,secondary,no,3542,yes,no,telephone,29,jul,17,-1,0,unknown,no,no,,45_59,1000_plus,345
37,services,married,secondary,no,3,yes,no,cellular,29,jul,6,-1,0,unknown,no,no,,30_44,1_999,88
32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,8,-1,0,unknown,no,no,,30_44,1_999,80
31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,4,-1,0,unknown,no,no,,30_44,negative,82
36,management,single,tertiary,no,8,no,no,cellular,29,jul,7,-1,0,unknown,no,no,,30_44,1_999,858
57,services,married,primary,no,1700,yes,no,cellular,29,jul,12,-1,0,unknown,no,no,,45_59,1000_plus,178
32,blue-collar,married,secondary,no,129,yes,no,cellular,29,jul,7,-1,0,unknown,no,no,,30_44,1_999,119
35,management,divorced,tertiary,no,366,yes,no,telephone,29,jul,9,-1,0,unknown,no,no,,30_44,1_999,480
41,technician,married,tertiary,no,354,no,no,cellular,29,jul,5,-1,0,unknown,no,no,,30_44,1_999,95
37,admin.,married,secondary,no,-325,no,no,cellular,29,jul,7,-1,0,unknown,no,no,,30_44,negative,179
60,retired,married,secondary,yes,879,yes,yes,cellular,29,jul,8,-1,0,unknown,no,no,,60_plus,1_999,62
41,services,married,primary,no,812,yes,yes,cellular,29,jul,3,-1,0,unknown,no,no,,30_44,1_999,117
30,admin.,married,unknown,no,4,yes,no,cellular,29,jul,21,-1,0,unknown,no,no,,30_44,1_999,176
56,services,married,secondary,no,467,no,yes,telephone,29,jul,8,-1,0,unknown,no,no,,45_59,1_999,105
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,23,-1,0,unknown,no,no,,30_44,negative,10
26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,4,-1,0,unknown,no,no,,under_30,1_999,62
56,retired,married,secondary,no,6114,no,no,telephone,29,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,168
53,unemployed,married,primary,no,845,no,no,cellular,29,jul,2,-1,0,unknown,no,no,,45_59,1_999,123
56,retired,married,primary,no,21,no,no,cellular,29,jul,7,-1,0,unknown,no,no,,45_59,1_999,324
49,services,married,secondary,yes,-249,no,no,cellular,29,jul,5,-1,0,unknown,no,no,,45_59,negative,234
47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,114
36,admin.,married,secondary,no,-323,yes,no,cellular,29,jul,8,-1,0,unknown,no,no,,30_44,negative,118
44,technician,married,tertiary,no,964,no,no,cellular,29,jul,2,-1,0,unknown,no,no,,30_44,1_999,158
45,services,married,unknown,no,9,yes,no,telephone,29,jul,2,-1,0,unknown,no,no,,45_59,1_999,186
30,technician,married,tertiary,no,1103,yes,yes,cellular,29,jul,15,-1,0,unknown,no,no,,30_44,1000_plus,148
48,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,6,-1,0,unknown,no,no,,45_59,zero,215
59,management,married,secondary,no,-1246,no,no,telephone,29,jul,2,-1,0,unknown,no,no,,45_59,negative,175
33,technician,married,tertiary,no,-482,yes,no,cellular,29,jul,3,-1,0,unknown,no,no,,30_44,negative,90
58,retired,divorced,tertiary,no,2086,yes,no,cellular,29,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,194
28,management,single,secondary,no,-513,no,yes,cellular,29,jul,8,-1,0,unknown,no,no,,under_30,negative,95
55,services,married,secondary,no,408,yes,no,cellular,29,jul,2,-1,0,unknown,no,no,,45_59,1_999,314
45,management,married,unknown,no,1525,no,no,cellular,29,jul,2,-1,0,unknown,no,no,,45_59,1000_plus,36
59,admin.,divorced,primary,no,0,yes,no,cellular,29,jul,3,-1,0,unknown,no,no,,45_59,zero,604
40,management,married,tertiary,no,-495,no,yes,cellular,29,jul,2,-1,0,unknown,no,no,,30_44,negative,303
46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,5,-1,0,unknown,no,no,,45_59,1_999,156
42,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,5,-1,0,unknown,no,no,,30_44,negative,32
